File,Snaps
1677738009.170710210002.wav,1357
1677738009.170710211002.wav,1362
1677738009.170710212002.wav,1318
1677738009.170710213002.wav,1369
1677738009.170710214002.wav,1377
1677738009.170710215002.wav,1378
1677738009.170710220002.wav,1455
1677738009.170710221002.wav,1361
1677738009.170710222002.wav,1434
1677738009.170710223002.wav,1345
1677738009.170710224002.wav,1460
1677738009.170710225002.wav,1424
1677738009.170710230002.wav,1441
1677738009.170710231002.wav,1402
1677738009.170710232002.wav,1435
1677738009.170710233002.wav,1398
1677738009.170710234002.wav,1415
1677738009.170710235002.wav,1415
1677738009.170711000002.wav,1394
1677738009.170711001002.wav,1416
1677738009.170711002002.wav,1385
1677738009.170711003002.wav,1345
1677738009.170711004002.wav,1382
1677738009.170711005002.wav,1393
1677738009.170711010002.wav,1392
1677738009.170711011002.wav,1384
1677738009.170711012002.wav,1369
1677738009.170711013002.wav,1436
1677738009.170711014002.wav,1403
1677738009.170711015002.wav,1443
1677738009.170711020002.wav,1375
1677738009.170711021002.wav,1380
1677738009.170711022002.wav,1450
1677738009.170711023002.wav,1372
1677738009.170711024002.wav,1381
1677738009.170711025002.wav,1438
1677738009.170711030002.wav,1371
1677738009.170711031002.wav,1383
1677738009.170711032002.wav,1430
1677738009.170711033002.wav,1433
1677738009.170711034002.wav,1408
1677738009.170711035002.wav,1401
1677738009.170711040002.wav,1457
1677738009.170711041002.wav,1417
1677738009.170711042002.wav,1369
1677738009.170711043002.wav,1405
1677738009.170711044002.wav,1456
1677738009.170711045002.wav,1390
1677738009.170711050002.wav,1422
1677738009.170711051002.wav,1371
1677738009.170711052002.wav,1411
1677738009.170711053002.wav,1369
1677738009.170711054002.wav,1423
1677738009.170711055002.wav,1435
1677738009.170711060002.wav,1415
1677738009.170711061002.wav,1456
1677738009.170711062002.wav,1445
1677738009.170711063002.wav,1347
1677738009.170711064002.wav,1348
1677738009.170711065002.wav,1451
1677738009.170711070002.wav,1476
1677738009.170711071002.wav,1440
1677738009.170711072002.wav,1450
1677738009.170711073002.wav,1464
1677738009.170711074002.wav,1433
1677738009.170711075002.wav,1457
1677738009.170711080002.wav,1327
