Site,Date,Time,Time_In_Raven,Num_ind_knocks,Num_knock_trains,Num_in_KT,Tot_Knocks,Num_L_calls,L_call_type,Num_Herbivory,Comment
35,24_06_18,15:00:10,0:00:10,0,0,0,0,0,,,
35,24_06_18,15:00:20,0:00:20,0,0,0,0,0,,,
35,24_06_18,15:00:30,0:00:30,0,1,2,2,0,,,
35,24_06_18,15:00:40,0:00:40,0,0,0,0,0,,,
35,24_06_18,15:00:50,0:00:50,0,0,0,0,0,,,
35,24_06_18,15:01:00,0:01:00,0,0,0,0,0,,,
35,24_06_18,15:01:10,0:01:10,0,0,0,0,0,,,
35,24_06_18,15:01:20,0:01:20,1,0,0,1,0,,,
35,24_06_18,15:01:30,0:01:30,0,1,4,4,0,,,
35,24_06_18,15:01:40,0:01:40,1,1,3,4,0,,,
35,24_06_18,15:01:50,0:01:50,0,0,0,0,0,,,
35,24_06_18,15:02:00,0:02:00,0,0,0,0,1,Squeak,,
35,24_06_18,15:02:10,0:02:10,0,0,0,0,0,,,
35,24_06_18,15:02:20,0:02:20,0,0,0,0,0,,,
35,24_06_18,15:02:30,0:02:30,0,0,0,0,0,,,
35,24_06_18,15:02:40,0:02:40,0,0,0,0,0,,,
35,24_06_18,15:02:50,0:02:50,2,0,0,2,0,,,
35,24_06_18,15:03:00,0:03:00,0,0,0,0,0,,,
35,24_06_18,15:03:10,0:03:10,0,0,0,0,0,,,
35,24_06_18,15:03:20,0:03:20,0,0,0,0,0,,10,
35,24_06_18,15:03:30,0:03:30,1,1,3,4,0,,3,
35,24_06_18,15:03:40,0:03:40,0,1,2,2,0,,,
35,24_06_18,15:03:50,0:03:50,0,0,0,0,0,,,
35,24_06_18,15:04:00,0:04:00,0,0,0,0,0,,,
35,24_06_18,15:04:10,0:04:10,0,1,3,3,0,,,
35,24_06_18,15:04:20,0:04:20,0,0,0,0,0,,,
35,24_06_18,15:04:30,0:04:30,0,0,0,0,0,,,
35,24_06_18,15:04:40,0:04:40,0,0,0,0,0,,2,
35,24_06_18,15:04:50,0:04:50,0,1,4,4,0,,1,
35,24_06_18,21:00:00,0:00:00,0,3,9,9,0,,,
35,24_06_18,21:00:10,0:00:10,0,1,2,2,0,,,
35,24_06_18,21:00:20,0:00:20,0,1,3,3,1,Growl,6,growl in this and next file
35,24_06_18,21:00:30,0:00:30,0,0,0,0,0,,,
35,24_06_18,21:00:40,0:00:40,1,2,5,6,0,,,
35,24_06_18,21:00:50,0:00:50,0,0,0,0,0,,,
35,24_06_18,21:01:00,0:01:00,0,0,0,0,0,,,
35,24_06_18,21:01:10,0:01:10,1,0,0,1,0,,,
35,24_06_18,21:01:20,0:01:20,0,0,0,0,0,,,
35,24_06_18,21:01:30,0:01:30,0,0,0,0,0,,,
35,24_06_18,21:01:40,0:01:40,0,1,4,4,0,,,
35,24_06_18,21:01:50,0:01:50,0,0,0,0,0,,,
35,24_06_18,21:02:00,0:02:00,0,1,3,3,0,,,
35,24_06_18,21:02:10,0:02:10,1,1,3,4,0,,,
35,24_06_18,21:02:20,0:02:20,0,1,3,3,0,,,"This call is obvious - 3 knocks, but first knock has a larger frequency range than the subsequent two"
35,24_06_18,21:02:30,0:02:30,1,0,0,1,1,Growl,,
35,24_06_18,21:02:40,0:02:40,0,0,0,0,0,,,
35,24_06_18,21:02:50,0:02:50,0,0,0,0,0,,,Bumps
35,24_06_18,21:03:00,0:03:00,0,1,3,3,0,,,
35,24_06_18,21:03:10,0:03:10,0,1,2,2,0,,,
35,24_06_18,21:03:20,0:03:20,3,1,4,7,0,,,
35,24_06_18,21:03:30,0:03:30,5,0,0,5,0,,,
35,24_06_18,21:03:40,0:03:40,0,0,0,0,0,,,
35,24_06_18,21:03:50,0:03:50,0,0,0,0,0,,,
35,24_06_18,21:04:00,0:04:00,0,1,4,4,0,,,
35,24_06_18,21:04:10,0:04:10,0,0,0,0,0,,,
35,24_06_18,21:04:20,0:04:20,0,0,0,0,0,,,
35,24_06_18,21:04:30,0:04:30,0,1,2,2,0,,,
35,24_06_18,21:04:40,0:04:40,0,1,3,3,0,,,
35,24_06_18,21:04:50,0:04:50,0,1,4,4,0,,,
35,13_07_17,3:00:00,0:00:00,1,1,7,8,0,,,
35,13_07_17,3:00:10,0:00:10,1,0,0,1,0,,,
35,13_07_17,3:00:20,0:00:20,0,0,0,0,0,,,
35,13_07_17,3:00:30,0:00:30,0,0,0,0,0,,,
35,13_07_17,3:00:40,0:00:40,0,2,9,9,0,,,
35,13_07_17,3:00:50,0:00:50,2,2,5,7,0,,,
35,13_07_17,3:01:00,0:01:00,0,0,0,0,0,,,
35,13_07_17,3:01:10,0:01:10,0,0,0,0,0,,,
35,13_07_17,3:01:20,0:01:20,0,0,0,0,0,,,
35,13_07_17,3:01:30,0:01:30,2,0,0,2,0,,,
35,13_07_17,3:01:40,0:01:40,0,0,0,0,0,,,
35,13_07_17,3:01:50,0:01:50,0,1,2,2,0,,,
35,13_07_17,3:02:00,0:02:00,0,0,0,0,0,,,
35,13_07_17,3:02:10,0:02:10,0,1,5,5,0,,,
35,13_07_17,3:02:20,0:02:20,0,0,0,0,0,,,
35,13_07_17,3:02:30,0:02:30,0,0,0,0,0,,,
35,13_07_17,3:02:40,0:02:40,0,2,5,5,0,,,
35,13_07_17,3:02:50,0:02:50,0,0,0,0,0,,,
35,13_07_17,3:03:00,0:03:00,1,0,0,1,0,,,
35,13_07_17,3:03:10,0:03:10,5,3,27,32,0,,,
35,13_07_17,3:03:20,0:03:20,4,1,27,31,0,,,
35,13_07_17,3:03:30,0:03:30,0,2,20,20,0,,,
35,13_07_17,3:03:40,0:03:40,0,0,0,0,0,,,
35,13_07_17,3:03:50,0:03:50,0,0,0,0,0,,,
35,13_07_17,3:04:00,0:04:00,0,0,0,0,0,,,
35,13_07_17,3:04:10,0:04:10,0,0,0,0,0,,,
35,13_07_17,3:04:20,0:04:20,0,0,0,0,0,,,
35,13_07_17,3:04:30,0:04:30,0,2,17,17,0,,,
35,13_07_17,3:04:40,0:04:40,0,1,16,16,0,,,
35,13_07_17,3:04:50,0:04:50,3,1,6,9,0,,,
35,13_07_17,9:00:00,0:00:00,1,0,0,1,0,,,
35,13_07_17,9:00:10,0:00:10,1,0,0,1,0,,,
35,13_07_17,9:00:20,0:00:20,3,0,0,3,0,,,
35,13_07_17,9:00:30,0:00:30,0,0,0,0,1,Grunt,,
35,13_07_17,9:00:40,0:00:40,3,1,2,5,0,,,
35,13_07_17,9:00:50,0:00:50,0,0,0,0,0,,,
35,13_07_17,9:01:00,0:01:00,0,0,0,0,0,,,
35,13_07_17,9:01:10,0:01:10,1,0,0,1,0,,,
35,13_07_17,9:01:20,0:01:20,1,1,3,4,0,,,
35,13_07_17,9:01:30,0:01:30,2,0,0,2,0,,,
35,13_07_17,9:01:40,0:01:40,1,1,3,4,1,Buzz,,~ 800 Hz Buzz
35,13_07_17,9:01:50,0:01:50,1,1,3,4,0,,,
35,13_07_17,9:02:00,0:02:00,0,0,0,0,0,,,
35,13_07_17,9:02:10,0:02:10,0,0,0,0,0,,,
35,13_07_17,9:02:20,0:02:20,0,1,5,5,0,,,
35,13_07_17,9:02:30,0:02:30,0,0,0,0,0,,,
35,13_07_17,9:02:40,0:02:40,0,0,0,0,0,,,
35,13_07_17,9:02:50,0:02:50,0,0,0,0,0,,,
35,13_07_17,9:03:00,0:03:00,1,1,3,4,0,,,
35,13_07_17,9:03:10,0:03:10,0,0,0,0,0,,,
35,13_07_17,9:03:20,0:03:20,0,0,0,0,0,,,
35,13_07_17,9:03:30,0:03:30,0,0,0,0,0,,,
35,13_07_17,9:03:40,0:03:40,2,0,0,2,0,,,
35,13_07_17,9:03:50,0:03:50,0,0,0,0,0,,,
35,13_07_17,9:04:00,0:04:00,0,0,0,0,0,,,
35,13_07_17,9:04:10,0:04:10,1,0,0,1,0,,,
35,13_07_17,9:04:20,0:04:20,0,1,5,5,0,,,
35,13_07_17,9:04:30,0:04:30,0,0,0,0,0,,,
35,13_07_17,9:04:40,0:04:40,1,0,0,1,0,,,
35,13_07_17,9:04:50,0:04:50,0,1,3,3,0,,,
35,13_07_17,15:00:00,0:00:00,0,0,0,0,0,,,
35,13_07_17,15:00:10,0:00:10,0,0,0,0,0,,,
35,13_07_17,15:00:20,0:00:20,0,0,0,0,0,,,
35,13_07_17,15:00:30,0:00:30,0,1,5,5,0,,,
35,13_07_17,15:00:40,0:00:40,0,0,0,0,0,,,
35,13_07_17,15:00:50,0:00:50,2,0,0,2,0,,,
35,13_07_17,15:01:00,0:01:00,0,1,5,5,2,Squeak,,
35,13_07_17,15:01:10,0:01:10,0,1,7,7,0,,,
35,13_07_17,15:01:20,0:01:20,1,0,0,1,0,,,
35,13_07_17,15:01:30,0:01:30,1,0,0,1,0,,,
35,13_07_17,15:01:40,0:01:40,1,0,0,1,0,,,
35,13_07_17,15:01:50,0:01:50,0,0,0,0,0,,,
35,13_07_17,15:02:00,0:02:00,0,0,0,0,0,,,
35,13_07_17,15:02:10,0:02:10,0,0,0,0,0,,,
35,13_07_17,15:02:20,0:02:20,0,0,0,0,0,,,
35,13_07_17,15:02:30,0:02:30,0,0,0,0,0,,,
35,13_07_17,15:02:40,0:02:40,0,0,0,0,0,,,
35,13_07_17,15:02:50,0:02:50,0,0,0,0,0,,,
35,13_07_17,15:03:00,0:03:00,1,0,0,1,0,,,
35,13_07_17,15:03:10,0:03:10,2,0,0,2,0,,,
35,13_07_17,15:03:20,0:03:20,0,0,0,0,0,,,
35,13_07_17,15:03:30,0:03:30,0,0,0,0,1,Squeak,,
35,13_07_17,15:03:40,0:03:40,1,0,0,1,0,,,
35,13_07_17,15:03:50,0:03:50,0,0,0,0,0,,,
35,13_07_17,15:04:00,0:04:00,1,0,0,1,0,,,
35,13_07_17,15:04:10,0:04:10,1,0,0,1,0,,,
35,13_07_17,15:04:20,0:04:20,1,0,0,1,0,,,
35,13_07_17,15:04:30,0:04:30,0,0,0,0,0,,,
35,13_07_17,15:04:40,0:04:40,1,0,0,1,0,,,
35,13_07_17,15:04:50,0:04:50,0,0,0,0,0,,,
35,13_07_17,21:00:00,0:00:00,0,0,0,0,0,,,
35,13_07_17,21:00:10,0:00:10,1,0,0,1,0,,,
35,13_07_17,21:00:20,0:00:20,0,1,23,23,0,,,
35,13_07_17,21:00:30,0:00:30,1,0,0,1,0,,,
35,13_07_17,21:00:40,0:00:40,0,1,3,3,0,,,
35,13_07_17,21:00:50,0:00:50,2,1,3,5,0,,,
35,13_07_17,21:01:00,0:01:00,0,1,2,2,0,,,
35,13_07_17,21:01:10,0:01:10,0,2,8,8,0,,,
35,13_07_17,21:01:20,0:01:20,0,0,0,0,0,,,
35,13_07_17,21:01:30,0:01:30,0,1,45,45,0,,,
35,13_07_17,21:01:40,0:01:40,1,1,27,28,0,,,
35,13_07_17,21:01:50,0:01:50,6,2,7,13,0,,,
35,13_07_17,21:02:00,0:02:00,0,3,18,18,0,,,
35,13_07_17,21:02:10,0:02:10,0,0,0,0,0,,,
35,13_07_17,21:02:20,0:02:20,2,0,0,2,0,,,
35,13_07_17,21:02:30,0:02:30,0,1,7,7,0,,,
35,13_07_17,21:02:40,0:02:40,1,1,2,3,0,,,
35,13_07_17,21:02:50,0:02:50,1,0,0,1,0,,,
35,13_07_17,21:03:00,0:03:00,2,0,0,2,0,,,
35,13_07_17,21:03:10,0:03:10,2,1,4,6,0,,,
35,13_07_17,21:03:20,0:03:20,1,1,3,4,0,,,
35,13_07_17,21:03:30,0:03:30,2,0,0,2,0,,,
35,13_07_17,21:03:40,0:03:40,0,0,0,0,0,,,
35,13_07_17,21:03:50,0:03:50,0,0,0,0,0,,,
35,13_07_17,21:04:00,0:04:00,0,0,0,0,0,,,
35,13_07_17,21:04:10,0:04:10,0,0,0,0,0,,,
35,13_07_17,21:04:20,0:04:20,0,0,0,0,0,,,
35,13_07_17,21:04:30,0:04:30,0,1,3,3,0,,,
35,13_07_17,21:04:40,0:04:40,0,0,0,0,0,,,
35,13_07_17,21:04:50,0:04:50,1,0,0,1,0,,,
35,27_06_18,3:00:00,0:00:00,0,0,0,0,0,,,
35,27_06_18,3:00:10,0:00:10,1,4,9,10,0,,,
35,27_06_18,3:00:20,0:00:20,0,0,0,0,0,,,
35,27_06_18,3:00:30,0:00:30,1,0,0,1,0,,,
35,27_06_18,3:00:40,0:00:40,1,0,0,1,0,,,
35,27_06_18,3:00:50,0:00:50,1,1,4,5,0,,,
35,27_06_18,3:01:00,0:01:00,1,0,0,1,0,,,
35,27_06_18,3:01:10,0:01:10,5,0,0,5,0,,,
35,27_06_18,3:01:20,0:01:20,1,0,0,1,1,UNF,,
35,27_06_18,3:01:30,0:01:30,0,0,0,0,0,,,
35,27_06_18,3:01:40,0:01:40,1,0,0,1,1,Buzz,,
35,27_06_18,3:01:50,0:01:50,2,0,0,2,0,,,
35,27_06_18,3:02:00,0:02:00,1,0,0,1,1,UNF,,
35,27_06_18,3:02:10,0:02:10,0,0,0,0,0,,,
35,27_06_18,3:02:20,0:02:20,0,0,0,0,0,,,
35,27_06_18,3:02:30,0:02:30,0,0,0,0,0,,,
35,27_06_18,3:02:40,0:02:40,1,0,0,1,0,,,
35,27_06_18,3:02:50,0:02:50,0,0,0,0,0,,,
35,27_06_18,3:03:00,0:03:00,2,0,1,3,0,,,
35,27_06_18,3:03:10,0:03:10,0,0,0,0,0,,,
35,27_06_18,3:03:20,0:03:20,0,0,0,0,0,,,
35,27_06_18,3:03:30,0:03:30,0,0,0,0,0,,,
35,27_06_18,3:03:40,0:03:40,0,0,0,0,1,UNF,,
35,27_06_18,3:03:50,0:03:50,4,1,3,7,1,UNF,,
35,27_06_18,3:04:00,0:04:00,0,1,14,14,1,Squeak,,
35,27_06_18,3:04:10,0:04:10,4,1,8,12,0,,,
35,27_06_18,3:04:20,0:04:20,0,0,0,0,0,,,
35,27_06_18,3:04:30,0:04:30,0,0,0,0,0,,,
35,27_06_18,3:04:40,0:04:40,0,0,0,0,0,,,
35,27_06_18,3:04:50,0:04:50,0,0,0,0,0,,,
35,27_06_18,9:00:00,0:00:00,0,0,0,0,0,,,
35,27_06_18,9:00:10,0:00:10,0,1,3,3,0,,,
35,27_06_18,9:00:20,0:00:20,0,2,6,6,0,,,
35,27_06_18,9:00:30,0:00:30,1,3,7,8,0,,,
35,27_06_18,9:00:40,0:00:40,3,0,0,3,0,,,
35,27_06_18,9:00:50,0:00:50,0,0,0,0,0,,,
35,27_06_18,9:01:00,0:01:00,1,0,0,1,0,,,
35,27_06_18,9:01:10,0:01:10,0,4,16,16,0,,,
35,27_06_18,9:01:20,0:01:20,0,1,4,4,0,,,
35,27_06_18,9:01:30,0:01:30,2,0,0,2,0,,,
35,27_06_18,9:01:40,0:01:40,0,1,4,4,0,,,
35,27_06_18,9:01:50,0:01:50,0,0,0,0,0,,,
35,27_06_18,9:02:00,0:02:00,0,1,3,3,0,,,
35,27_06_18,9:02:10,0:02:10,1,1,7,8,0,,,
35,27_06_18,9:02:20,0:02:20,3,0,0,3,0,,,
35,27_06_18,9:02:30,0:02:30,0,0,0,0,0,,,
35,27_06_18,9:02:40,0:02:40,0,0,0,0,0,,,
35,27_06_18,9:02:50,0:02:50,0,2,7,7,0,,,
35,27_06_18,9:03:00,0:03:00,0,0,0,0,0,,,
35,27_06_18,9:03:10,0:03:10,1,0,0,1,0,,,
35,27_06_18,9:03:20,0:03:20,0,0,0,0,0,,,
35,27_06_18,9:03:30,0:03:30,2,0,0,2,0,,,
35,27_06_18,9:03:40,0:03:40,0,0,0,0,0,,,
35,27_06_18,9:03:50,0:03:50,1,0,0,1,0,,,
35,27_06_18,9:04:00,0:04:00,2,1,4,6,0,,,
35,27_06_18,9:04:10,0:04:10,1,1,4,5,0,,,
35,27_06_18,9:04:20,0:04:20,1,1,5,6,0,,,
35,27_06_18,9:04:30,0:04:30,0,1,18,18,0,,,
35,27_06_18,9:04:40,0:04:40,0,2,27,27,0,,,
35,27_06_18,9:04:50,0:04:50,0,0,0,0,0,,,
35,27_06_18,15:00:00,0:00:00,0,0,0,0,0,,,
35,27_06_18,15:00:10,0:00:10,0,0,0,0,0,,,
35,27_06_18,15:00:20,0:00:20,0,0,0,0,0,,,
35,27_06_18,15:00:30,0:00:30,0,0,0,0,0,,,
35,27_06_18,15:00:40,0:00:40,0,0,0,0,0,,,
35,27_06_18,15:00:50,0:00:50,0,0,0,0,0,,,
35,27_06_18,15:01:00,0:01:00,0,0,0,0,0,,,
35,27_06_18,15:01:10,0:01:10,0,0,0,0,0,,,
35,27_06_18,15:01:20,0:01:20,1,0,0,1,0,,,
35,27_06_18,15:01:30,0:01:30,0,0,0,0,0,,,
35,27_06_18,15:01:40,0:01:40,0,0,0,0,0,,,
35,27_06_18,15:01:50,0:01:50,0,0,0,0,0,,,
35,27_06_18,15:02:00,0:02:00,0,0,0,0,0,,,
35,27_06_18,15:02:10,0:02:10,0,0,0,0,0,,,
35,27_06_18,15:02:20,0:02:20,0,0,0,0,0,,,
35,27_06_18,15:02:30,0:02:30,0,1,2,2,0,,,
35,27_06_18,15:02:40,0:02:40,1,0,0,1,0,,,
35,27_06_18,15:02:50,0:02:50,0,0,0,0,0,,,
35,27_06_18,15:03:00,0:03:00,1,0,0,1,0,,,
35,27_06_18,15:03:10,0:03:10,0,0,0,0,0,,,
35,27_06_18,15:03:20,0:03:20,1,0,0,1,0,,,
35,27_06_18,15:03:30,0:03:30,0,0,0,0,0,,,
35,27_06_18,15:03:40,0:03:40,1,0,0,1,0,,,
35,27_06_18,15:03:50,0:03:50,0,0,0,0,0,,,
35,27_06_18,15:04:00,0:04:00,1,0,0,1,0,,,
35,27_06_18,15:04:10,0:04:10,0,0,0,0,0,,,
35,27_06_18,15:04:20,0:04:20,0,0,0,0,0,,,
35,27_06_18,15:04:30,0:04:30,0,0,0,0,0,,,
35,27_06_18,15:04:40,0:04:40,2,0,0,2,0,,,
35,27_06_18,15:04:50,0:04:50,0,0,0,0,0,,,
35,27_06_18,21:00:00,0:00:00,0,0,0,0,0,,,
35,27_06_18,21:00:10,0:00:10,0,0,0,0,0,,,
35,27_06_18,21:00:20,0:00:20,0,0,0,0,0,,,
35,27_06_18,21:00:30,0:00:30,2,0,0,2,0,,,
35,27_06_18,21:00:40,0:00:40,0,3,13,13,1,Growl,,
35,27_06_18,21:00:50,0:00:50,0,1,4,4,0,,,
35,27_06_18,21:01:00,0:01:00,0,1,4,4,0,,,
35,27_06_18,21:01:10,0:01:10,0,1,6,6,1,Grunt,,
35,27_06_18,21:01:20,0:01:20,2,1,2,4,0,,,
35,27_06_18,21:01:30,0:01:30,0,1,3,3,0,,,
35,27_06_18,21:01:40,0:01:40,0,0,0,0,0,,,
35,27_06_18,21:01:50,0:01:50,0,0,0,0,0,,,
35,27_06_18,21:02:00,0:02:00,0,0,0,0,0,,,
35,27_06_18,21:02:10,0:02:10,0,0,0,0,0,,,
35,27_06_18,21:02:20,0:02:20,1,1,2,3,0,,,
35,27_06_18,21:02:30,0:02:30,2,0,0,2,6,"5 Grunt, 1 Buzz",,
35,27_06_18,21:02:40,0:02:40,2,0,0,2,0,,,
35,27_06_18,21:02:50,0:02:50,0,0,0,0,0,,,1 very loud snap
35,27_06_18,21:03:00,0:03:00,0,0,0,0,0,,,
35,27_06_18,21:03:10,0:03:10,0,0,0,0,0,,,
35,27_06_18,21:03:20,0:03:20,0,1,3,3,0,,,
35,27_06_18,21:03:30,0:03:30,0,0,0,0,0,,,
35,27_06_18,21:03:40,0:03:40,1,1,4,5,0,,,
35,27_06_18,21:03:50,0:03:50,0,1,2,2,0,,,
35,27_06_18,21:04:00,0:04:00,0,0,0,0,0,,,
35,27_06_18,21:04:10,0:04:10,0,1,5,5,0,,,loud background noise ~ 2 sec
35,27_06_18,21:04:20,0:04:20,1,0,0,1,0,,,
35,27_06_18,21:04:30,0:04:30,0,0,0,0,0,,,
35,27_06_18,21:04:40,0:04:40,0,0,0,0,0,,,
35,27_06_18,21:04:50,0:04:50,1,0,0,1,1,Growl,,
35,12_07_17,3:00:00,0:00:00,1,0,0,1,0,,,
35,12_07_17,3:00:10,0:00:10,0,2,13,13,0,,,
35,12_07_17,3:00:20,0:00:20,0,1,7,7,1,UNF,,
35,12_07_17,3:00:30,0:00:30,0,1,4,4,0,,,
35,12_07_17,3:00:40,0:00:40,1,1,6,7,0,,,
35,12_07_17,3:00:50,0:00:50,0,2,10,10,0,,,
35,12_07_17,3:01:00,0:01:00,2,3,27,29,0,,,
35,12_07_17,3:01:10,0:01:10,0,2,23,23,0,,,
35,12_07_17,3:01:20,0:01:20,0,2,5,5,0,,,
35,12_07_17,3:01:30,0:01:30,0,0,0,0,0,,,
35,12_07_17,3:01:40,0:01:40,1,0,0,1,0,,,
35,12_07_17,3:01:50,0:01:50,0,0,0,0,0,,,
35,12_07_17,3:02:00,0:02:00,2,1,6,8,0,,,
35,12_07_17,3:02:10,0:02:10,0,0,0,0,0,,,
35,12_07_17,3:02:20,0:02:20,0,1,17,17,0,,,
35,12_07_17,3:02:30,0:02:30,0,0,0,0,0,,,
35,12_07_17,3:02:40,0:02:40,6,0,0,6,0,,,
35,12_07_17,3:02:50,0:02:50,0,1,2,2,0,,,
35,12_07_17,3:03:00,0:03:00,4,0,0,4,0,,,
35,12_07_17,3:03:10,0:03:10,0,0,0,0,0,,,
35,12_07_17,3:03:20,0:03:20,0,0,0,0,0,,,
35,12_07_17,3:03:30,0:03:30,0,1,7,7,0,,,
35,12_07_17,3:03:40,0:03:40,1,2,7,8,0,,,
35,12_07_17,3:03:50,0:03:50,0,0,0,0,1,UNF,,
35,12_07_17,3:04:00,0:04:00,0,0,0,0,0,,,
35,12_07_17,3:04:10,0:04:10,1,1,12,13,0,,,
35,12_07_17,3:04:20,0:04:20,0,0,0,0,0,,,
35,12_07_17,3:04:30,0:04:30,0,0,0,0,0,,,
35,12_07_17,3:04:40,0:04:40,0,0,0,0,1,Grunt,,
35,12_07_17,3:04:50,0:04:50,2,1,2,4,0,,,
35,12_07_17,9:00:00,0:00:00,0,2,4,4,0,,,
35,12_07_17,9:00:10,0:00:10,2,0,0,2,0,,,
35,12_07_17,9:00:20,0:00:20,4,0,0,4,0,,,
35,12_07_17,9:00:30,0:00:30,0,0,0,0,0,,,
35,12_07_17,9:00:40,0:00:40,1,1,6,7,0,,,
35,12_07_17,9:00:50,0:00:50,0,0,0,0,0,,,
35,12_07_17,9:01:00,0:01:00,1,0,0,1,0,,,
35,12_07_17,9:01:10,0:01:10,0,0,0,0,0,,,
35,12_07_17,9:01:20,0:01:20,0,0,0,0,0,,,
35,12_07_17,9:01:30,0:01:30,0,0,0,0,0,,,
35,12_07_17,9:01:40,0:01:40,0,0,0,0,0,,,
35,12_07_17,9:01:50,0:01:50,1,0,0,1,0,,,
35,12_07_17,9:02:00,0:02:00,3,0,0,3,0,,,
35,12_07_17,9:02:10,0:02:10,2,1,4,6,0,,,
35,12_07_17,9:02:20,0:02:20,0,0,0,0,0,,,
35,12_07_17,9:02:30,0:02:30,0,1,3,3,0,,,
35,12_07_17,9:02:40,0:02:40,0,1,3,3,0,,,
35,12_07_17,9:02:50,0:02:50,0,1,3,3,0,,,
35,12_07_17,9:03:00,0:03:00,1,1,3,4,0,,,
35,12_07_17,9:03:10,0:03:10,0,1,3,3,0,,,
35,12_07_17,9:03:20,0:03:20,2,0,0,2,0,,,
35,12_07_17,9:03:30,0:03:30,2,0,0,2,0,,,
35,12_07_17,9:03:40,0:03:40,0,0,0,0,1,Grunt,,
