"","Date","T","s32","s35","s40","s8","s5","Year"
"833","16-07","16:00",65391.8352,60790.8097,59728.75679,74727.22031,73007.59138,"2017"
"834","16-07","16:10",54965.92767,65747.53267,56100.93808,75085.26633,75839.25498,"2017"
"835","16-07","16:20",59394.98578,64086.52214,55379.94592,66889.31114,59867.88486,"2017"
"836","16-07","16:30",59317.65476,60672.06068,60533.48714,80593.27741,78278.52444,"2017"
"837","16-07","16:40",66743.41142,65749.53302,56134.5553,67131.18264,80544.27647,"2017"
"838","16-07","16:50",65097.04706,56504.78378,62659.51347,64796.97083,83838.03237,"2017"
"839","16-07","17:00",58173.60042,85647.83022,65435.10544,72609.211,80956.07758,"2017"
"840","16-07","17:10",60211.83831,74302.58897,58507.20325,67608.23035,73828.56733,"2017"
"841","16-07","17:20",55336.91936,74643.45384,55747.67546,66470.46588,67755.10591,"2017"
"842","16-07","17:30",56737.98954,61808.7762,58965.18991,67365.91581,67753.11052,"2017"
"843","16-07","17:40",54986.88174,61567.18871,56927.74582,61255.76865,76404.63752,"2017"
"844","16-07","17:50",58605.98721,59590.02502,64079.94509,67136.35172,77878.83458,"2017"
"845","16-07","18:00",56247.06468,58944.46065,65307.29104,67434.68923,64209.89892,"2017"
"846","16-07","18:10",60501.77515,61251.82584,66461.27914,62901.25919,76495.79029,"2017"
"847","16-07","18:20",57947.96503,75270.62802,58690.80653,63288.72135,77225.20892,"2017"
"848","16-07","18:30",57022.00753,68725.91808,60974.34533,74346.13994,63873.7388,"2017"
"849","16-07","18:40",55725.92348,65616.14917,74679.98511,76538.82134,68516.66064,"2017"
"850","16-07","18:50",60548.85557,67854.94152,60478.82759,70735.39961,83037.84894,"2017"
"851","16-07","19:00",59778.21946,76299.31359,58374.31031,69384.84787,63198.44286,"2017"
"852","16-07","19:10",58994.50758,64442.75505,63501.42191,75829.93322,62377.21271,"2017"
"853","16-07","19:20",55756.5096,64046.78698,58413.88771,67408.31628,77347.27442,"2017"
"854","16-07","19:30",60305.44835,68611.04079,65232.97794,69427.06397,77325.69686,"2017"
"855","16-07","19:40",55329.34743,73781.47499,59346.22092,75244.13229,67208.28723,"2017"
"856","16-07","19:50",54755.30028,68956.2421,61259.56007,73731.03986,79176.3868,"2017"
"857","16-07","20:00",62229.68742,67536.44356,59613.42946,63943.18558,65209.28734,"2017"
"858","16-07","20:10",61498.94376,66616.20926,63547.97392,62386.76466,64255.54891,"2017"
"859","16-07","20:20",57475.45415,73110.76741,57891.87115,63283.15748,84369.11888,"2017"
"860","16-07","20:30",60736.28354,75033.20727,76440.66012,65911.87914,65836.26233,"2017"
"861","16-07","20:40",63565.14981,67811.43497,61439.04586,65522.11319,66082.41038,"2017"
"862","16-07","20:50",60843.4841,67677.03534,62347.02333,64799.9523,62874.04447,"2017"
"863","16-07","21:00",57999.98497,65752.21256,61012.79458,66028.1784,66060.16271,"2017"
"864","16-07","21:10",55203.24596,65804.23033,58819.4858,65164.73923,73902.2295,"2017"
"865","16-07","21:20",56953.05954,67669.72306,63497.04376,65390.92159,65129.8032,"2017"
"866","16-07","21:30",64777.15872,63367.29628,57623.65733,69240.71439,62089.75786,"2017"
"867","16-07","21:40",60349.384,78847.66278,57272.70067,65899.07947,61136.61988,"2017"
"868","16-07","21:50",58455.09533,64810.06694,60054.16428,64048.31828,68101.7092,"2017"
"869","16-07","22:00",62792.18023,64766.52632,62807.86124,66869.27112,61059.03147,"2017"
"870","16-07","22:10",79413.49094,70486.16324,57847.29881,69542.49961,65191.95584,"2017"
"871","16-07","22:20",62116.63294,80130.12338,56429.63227,67792.40241,65187.2428,"2017"
"872","16-07","22:30",59703.7793,70878.03254,53886.52149,63148.06929,54855.02063,"2017"
"873","16-07","22:40",57264.09462,58586.92484,62083.59867,63174.11256,61886.78754,"2017"
"874","16-07","22:50",67306.23156,65399.06156,70441.83469,62074.22478,58635.98948,"2017"
"875","16-07","23:00",61089.6614,69938.65187,62731.50999,66720.01387,65548.44366,"2017"
"876","16-07","23:10",62110.41944,75331.38277,63431.24713,62499.66625,57632.96732,"2017"
"877","16-07","23:20",58783.0188,73573.02718,57016.08137,62634.76823,59321.12283,"2017"
"878","16-07","23:30",55363.29771,65371.54844,61428.14528,66421.20095,70240.62012,"2017"
"879","16-07","23:40",60174.74732,66639.52137,62768.28315,63382.4949,60233.33034,"2017"
"880","16-07","23:50",59052.44147,61280.40969,57046.83457,61075.77804,58545.51439,"2017"
"881","17-07","00:00",58126.12527,67737.62352,58411.81341,62299.09542,66140.62373,"2017"
"882","17-07","00:10",59867.58538,63858.6261,68888.45318,64746.37757,65533.97002,"2017"
"883","17-07","00:20",62767.10766,65932.60329,62688.82333,64007.31362,59757.86467,"2017"
"884","17-07","00:30",58091.25382,66367.12121,55666.28245,64871.62007,63832.11336,"2017"
"885","17-07","00:40",56804.06154,61020.5612,57920.63479,63348.58429,71708.60414,"2017"
"886","17-07","00:50",57034.63164,73031.75031,62748.955,64964.04565,57929.05897,"2017"
"887","17-07","01:00",61959.16636,64915.56872,66722.01403,57834.17404,60911.85692,"2017"
"888","17-07","01:10",61746.07146,75662.10181,57388.42703,64326.98621,58127.27151,"2017"
"889","17-07","01:20",59897.50175,61798.3456,57232.53752,71152.29942,61077.11027,"2017"
"890","17-07","01:30",58867.07104,65927.74376,59081.74311,62028.13513,67376.14136,"2017"
"891","17-07","01:40",53564.76021,65842.82932,55413.01994,68783.05812,62224.12588,"2017"
"892","17-07","01:50",58280.85698,65583.84988,57293.99088,78580.8406,60927.88753,"2017"
"893","17-07","02:00",55925.25036,64592.20799,55405.54252,62037.76324,65229.75653,"2017"
"894","17-07","02:10",70768.21863,69544.46268,72269.53937,64235.32308,64632.64118,"2017"
"895","17-07","02:20",58663.2304,62896.52917,60120.47024,74617.06154,55862.62067,"2017"
"896","17-07","02:30",54352.61396,69485.67319,57279.65531,76562.15257,62629.88094,"2017"
"897","17-07","02:40",57239.96108,64254.47822,67868.94129,62336.63363,59837.73597,"2017"
"898","17-07","02:50",60250.95968,63981.73364,59719.9505,65522.8323,69261.40688,"2017"
"899","17-07","03:00",63052.92221,68052.44766,70516.45969,65454.35537,68981.97376,"2017"
"900","17-07","03:20",60932.70427,58981.66362,62731.4862,62087.77275,59121.94743,"2017"
"901","17-07","03:30",56017.76544,65885.5104,58429.0476,64351.08794,57352.5108,"2017"
"902","17-07","03:40",59935.12913,63964.53031,55920.00843,70050.67427,60921.36086,"2017"
"903","17-07","03:50",57928.55351,63312.25075,56815.34552,63093.46002,59551.04292,"2017"
"904","17-07","04:00",56903.10173,63742.43774,61414.7964,62028.78541,59571.76211,"2017"
"905","17-07","04:10",57992.35869,65267.00915,58215.64231,61012.31196,63139.91984,"2017"
"906","17-07","04:20",72365.09645,66126.45406,66269.38042,69258.40502,63804.67485,"2017"
"907","17-07","04:30",57589.85952,65960.84185,61855.57341,63200.81606,64735.96224,"2017"
"908","17-07","04:40",56769.72868,66348.56794,57458.52901,70600.75038,67748.52517,"2017"
"909","17-07","04:50",65697.24025,60881.34601,56031.3655,63497.01382,72907.57017,"2017"
"910","17-07","05:00",58070.89282,58233.15357,55851.81727,62064.45217,60426.01038,"2017"
"911","17-07","05:10",65237.82307,67546.45613,54679.43604,62555.15406,60332.76725,"2017"
"912","17-07","05:20",68307.85797,66081.05048,59798.76066,68756.25728,58732.44788,"2017"
"913","17-07","05:30",64519.4933,67085.30366,58578.2195,64832.70726,58702.48537,"2017"
"914","17-07","05:40",64419.15337,63927.18911,55688.64995,64929.37363,68940.90591,"2017"
"915","17-07","05:50",69376.8428,63276.6717,65988.36048,64086.74455,62570.04484,"2017"
"916","17-07","06:00",62997.39338,61521.38143,58021.58003,65790.64817,61993.75039,"2017"
"917","17-07","06:10",56909.23395,66017.18651,63981.41967,65329.25775,58473.88819,"2017"
"918","17-07","06:20",57370.18206,63234.02688,56948.86359,76359.58998,57588.68196,"2017"
"919","17-07","06:30",63144.04854,64651.71507,55727.26141,68675.91013,76596.4319,"2017"
"920","17-07","06:40",56643.12804,62574.12753,60097.10586,78764.90589,64341.30298,"2017"
"921","17-07","06:50",61709.4167,67869.55925,64379.42973,67359.33691,60509.53662,"2017"
"922","17-07","07:00",59370.86275,72802.56025,67245.88149,66972.7686,62841.447,"2017"
"923","17-07","07:10",58103.31387,63904.86619,57333.42243,75048.45105,64287.34315,"2017"
"924","17-07","07:20",56651.22969,62505.58757,55183.09801,66759.14995,64264.74211,"2017"
"925","17-07","07:30",71839.51818,66637.49106,60369.50115,68542.72711,66001.68991,"2017"
"926","17-07","07:40",55504.33018,66261.2913,57506.8151,62488.79685,73387.23218,"2017"
"927","17-07","07:50",69543.00846,60855.58213,59544.60999,65738.52165,60112.0972,"2017"
"928","17-07","08:00",62202.9346,63210.3963,57641.26829,70192.96583,59007.88861,"2017"
"929","17-07","08:10",71844.14089,79333.52319,57466.42736,67802.65602,62888.66653,"2017"
"930","17-07","08:20",57613.28792,63127.68362,56150.81897,72245.13294,60556.93024,"2017"
"931","17-07","08:30",62114.25189,65836.33163,62537.28916,79814.55227,63645.0804,"2017"
"932","17-07","08:40",61952.89761,58646.93346,60416.36041,64590.33187,60769.18246,"2017"
"933","17-07","08:50",64208.67347,59387.76385,72930.85967,66262.15109,62652.42397,"2017"
"934","17-07","09:00",67943.40299,59081.53227,58962.56414,68006.76875,60499.35664,"2017"
"935","17-07","09:10",65656.58363,62601.27181,65772.16619,76233.26344,70626.55999,"2017"
"936","17-07","09:20",57990.92494,61766.32925,58179.20749,64876.29591,64978.52053,"2017"
"937","17-07","09:30",70011.35251,61633.93043,61656.45736,66316.72126,73420.80903,"2017"
"938","17-07","09:40",58604.58928,74993.35052,57281.32457,66095.57107,65193.67183,"2017"
"939","17-07","09:50",59273.92009,77285.61685,55976.94005,70995.50986,62502.98039,"2017"
"940","17-07","10:00",60915.04965,60242.03144,56613.7155,69685.79727,64022.69315,"2017"
"941","17-07","10:10",57847.26654,63139.6788,56173.24545,68928.67346,59949.94156,"2017"
"942","17-07","10:20",59433.85306,64708.59917,57720.7546,75443.01134,61398.70102,"2017"
"943","17-07","10:30",62698.38555,64342.29896,54531.34014,71147.22177,57749.88286,"2017"
"944","17-07","10:40",63431.5597,65438.34253,58054.17056,64116.31087,66571.91482,"2017"
"945","17-07","10:50",62362.66222,60479.57289,58591.57753,68061.61326,72644.79791,"2017"
"946","17-07","11:00",67119.00579,61796.29085,55375.6731,63569.02258,67676.4161,"2017"
"947","17-07","11:10",59568.62451,60489.6698,56423.33535,63146.08786,69535.15358,"2017"
"948","17-07","11:20",54867.86423,59917.41913,62930.04712,72076.4808,65155.7976,"2017"
"949","17-07","11:30",69669.32311,64178.02848,65156.07817,63775.97572,58144.37248,"2017"
"950","17-07","11:40",56821.57415,62609.97838,61108.98781,70648.47869,77703.26108,"2017"
"951","17-07","11:50",57579.70209,65356.58348,73095.62748,74269.02501,74574.34571,"2017"
"952","17-07","12:00",54812.89538,60300.602,57319.59293,67690.20549,60107.14399,"2017"
"953","17-07","12:10",64985.93993,61574.55817,57174.4905,64333.36574,60627.27254,"2017"
"954","17-07","12:20",63312.84462,66058.56815,63880.39316,70686.58532,62874.95486,"2017"
"955","17-07","12:30",61608.88645,65666.46913,68223.33993,67366.72335,73811.52991,"2017"
"956","17-07","12:40",60814.15445,65170.87774,57668.64726,61767.16657,68631.58111,"2017"
"957","17-07","12:50",54651.4191,63594.30939,56656.61164,70034.30682,69057.13883,"2017"
"958","17-07","13:00",57507.49747,69239.41726,57726.47765,64153.62637,63563.67667,"2017"
"959","17-07","13:10",74934.08146,60082.77083,60834.49854,72485.73939,61865.51266,"2017"
"960","17-07","13:20",54408.98008,63946.16489,59155.26297,86794.92288,63945.58009,"2017"
"961","17-07","13:30",56306.57013,64084.65027,53281.49642,70518.26974,75275.90716,"2017"
"962","17-07","13:40",67947.16269,66391.99255,56430.94948,64664.03959,59310.76055,"2017"
"963","17-07","13:50",69300.61993,59046.46892,54947.54961,60172.67362,58833.65778,"2017"
"964","17-07","14:00",58352.38191,59911.52983,63436.37497,64451.90734,63831.09341,"2017"
"965","17-07","14:10",56762.4914,66552.9001,57459.27439,62802.17632,67965.69863,"2017"
"966","17-07","14:20",52557.04795,65957.28838,60698.25777,62799.54875,75158.11453,"2017"
"967","17-07","14:30",59617.18789,70609.95769,59459.21809,67413.80232,61249.29579,"2017"
"968","17-07","14:40",56380.93335,67455.82695,53356.93749,69240.49115,75612.79478,"2017"
"969","17-07","14:50",76640.86547,68190.4487,56730.32848,72939.4057,69291.96017,"2017"
"970","17-07","15:00",62486.58667,70374.39242,58039.37537,66127.09248,76939.34354,"2017"
"971","17-07","15:10",61942.72043,69704.63085,54842.63105,74274.49064,87210.31416,"2017"
"972","17-07","15:20",56318.02187,63580.42079,59732.9025,66097.22832,63882.25075,"2017"
"973","17-07","15:30",61955.54078,59572.71839,57709.29003,68061.67883,62184.63819,"2017"
"974","17-07","15:40",54249.16975,67895.49789,59665.23353,74923.3305,65204.48307,"2017"
"975","17-07","15:50",56757.13424,57025.76501,60747.75084,63782.13613,81571.17037,"2017"
"976","17-07","16:00",54113.13498,69330.55149,61478.02271,68242.21687,66083.38898,"2017"
"977","17-07","16:10",55360.02202,61257.63609,70597.80228,65413.69495,72853.04999,"2017"
"978","17-07","16:20",72388.60411,63608.64466,56163.11116,63494.967,67117.79134,"2017"
"979","17-07","16:30",56019.52644,64920.45759,62305.31704,64250.08869,66628.05717,"2017"
"980","17-07","16:40",54818.0163,66603.76821,57195.81354,70688.60425,63455.22964,"2017"
"981","17-07","16:50",65616.15899,68614.66993,57577.1511,65899.93013,77875.96748,"2017"
"982","17-07","17:00",57997.6489,58959.98064,58246.49955,63518.85122,74996.54883,"2017"
"983","17-07","17:10",57590.3324,78243.39248,57266.50443,65778.12349,80413.35585,"2017"
"984","17-07","17:20",54890.19881,61456.96324,65808.73015,68794.12337,61988.83999,"2017"
"985","17-07","17:30",60422.99046,71661.19446,56975.62222,79953.16142,67037.47743,"2017"
"986","17-07","17:40",62238.04213,61164.43744,66493.23916,68681.72795,67849.28557,"2017"
"987","17-07","17:50",55747.72594,66857.18347,60286.35332,72620.34758,66027.70115,"2017"
"988","17-07","18:00",62685.33957,63156.51121,60647.20218,75108.68432,68965.78223,"2017"
"989","17-07","18:10",63110.45695,61760.48112,66602.4073,78485.18514,71411.33325,"2017"
"990","17-07","18:20",62185.40582,65657.22393,62187.92589,74670.90827,69257.33297,"2017"
"991","17-07","18:30",55016.97933,69511.5021,62231.77389,68387.03067,64956.93544,"2017"
"992","17-07","18:40",64432.95309,72745.81122,63290.5726,66130.44128,67451.69745,"2017"
"993","17-07","18:50",68211.89072,70239.21175,60202.48302,72830.50921,65494.05543,"2017"
"994","17-07","19:00",52128.88325,64291.48116,60625.47805,65212.47817,62601.52486,"2017"
"995","17-07","19:10",62901.17452,74471.03951,66004.37313,67986.874,68131.90141,"2017"
"996","17-07","19:20",57862.05446,68453.54481,57944.97508,78834.95547,61001.46616,"2017"
"997","17-07","19:30",66418.65503,57231.49609,60907.29145,73584.97792,60115.30139,"2017"
"998","17-07","19:40",58564.29271,60744.31997,58659.1502,67270.53521,64754.71668,"2017"
"999","17-07","19:50",64602.95254,65004.8256,58098.90992,62409.55608,63650.82974,"2017"
"1000","17-07","20:00",70850.44654,68196.98706,60569.57131,65728.1016,78086.53978,"2017"
"1001","17-07","20:10",57466.84434,62318.3457,60845.64512,66832.14624,59441.20676,"2017"
"1002","17-07","20:20",57550.353,65863.49932,59937.24674,65745.76699,65735.69625,"2017"
"1003","17-07","20:30",65220.51231,64874.43568,56293.56825,69925.12072,67844.08699,"2017"
"1004","17-07","20:40",57319.62747,65491.12699,65144.56159,68047.0754,59765.36441,"2017"
"1005","17-07","20:50",55638.28982,65499.09254,59445.58242,70177.39601,65345.51709,"2017"
"1006","17-07","21:00",56921.7636,70642.78763,60771.42406,68283.99097,65947.61757,"2017"
"1007","17-07","21:10",58963.24425,62743.13643,61635.975,74195.65703,62969.67125,"2017"
"1008","17-07","21:20",68791.3168,69674.13995,57506.72423,71004.86027,64099.99549,"2017"
"1009","17-07","21:30",58031.85943,73987.83628,57286.93349,74665.74017,71300.50634,"2017"
"1010","17-07","21:40",60896.83856,63574.66895,60888.34938,78936.8578,63580.074,"2017"
"1011","17-07","21:50",70010.58831,63600.63575,60062.40162,61578.70618,63769.37579,"2017"
"1012","17-07","22:00",56959.03272,60514.3177,61886.37697,65578.61831,67545.01136,"2017"
"1013","17-07","22:10",59660.09169,65746.82167,60856.06984,64875.28786,70436.57248,"2017"
"1014","17-07","22:20",65738.70901,62897.19969,60337.79578,66040.99841,61063.41082,"2017"
"1015","17-07","22:30",63002.14825,63109.12438,56567.87808,68928.00372,56818.4267,"2017"
"1016","17-07","22:40",57537.59168,66697.23278,57945.5416,76423.54259,65489.54836,"2017"
"1017","17-07","22:50",57507.56331,65145.13303,61779.04556,76480.11903,63229.98561,"2017"
"1018","17-07","23:00",66083.83422,61649.22087,64799.40496,69735.65195,61150.38744,"2017"
"1019","17-07","23:10",58895.52097,71743.74812,58518.78149,68933.35911,57200.62317,"2017"
"1020","17-07","23:20",66175.21386,66668.21336,56631.26375,64625.3461,61706.73186,"2017"
"1021","17-07","23:30",63220.50284,67656.94896,53463.5718,74362.38321,61402.1041,"2017"
"1022","17-07","23:40",68566.5268,71681.29473,57589.53138,63798.68726,62638.73271,"2017"
"1023","17-07","23:50",59427.70586,63412.2654,60366.13962,61755.99672,71053.71931,"2017"
"1024","18-07","00:00",55511.47299,63898.73947,59676.09672,60918.98132,68119.16475,"2017"
"1025","18-07","00:10",57446.46656,68438.59923,69252.93199,60056.62946,74768.41505,"2017"
"1026","18-07","00:20",55936.93129,61855.64354,56437.88051,64993.28709,63550.16919,"2017"
"1027","18-07","00:30",60263.99114,67678.59479,56802.98941,62218.65561,65084.46582,"2017"
"1028","18-07","00:40",74697.20098,66587.40912,59491.63929,80603.33335,71267.72557,"2017"
"1029","18-07","00:50",56333.67739,65290.79446,57294.16528,73337.47201,64400.19116,"2017"
"1030","18-07","01:00",56834.21666,63471.0283,59626.61348,62799.55283,70848.68357,"2017"
"1031","18-07","01:10",64711.78908,77766.27964,67091.00585,65020.7098,60305.59596,"2017"
"1032","18-07","01:20",65723.27991,74120.64399,56668.32717,59225.53067,59528.97576,"2017"
"1033","18-07","01:30",58546.36133,70608.57182,69038.17002,62067.68058,56347.0153,"2017"
"1034","18-07","01:40",69750.86413,66464.71745,59028.67214,68624.48582,66994.88822,"2017"
"1035","18-07","01:50",63559.83232,63886.89284,57516.8498,69532.67131,56622.78162,"2017"
"1036","18-07","02:00",77276.68638,64289.71002,57540.57501,62847.4865,69438.87301,"2017"
"1037","18-07","02:10",62921.11383,77758.42109,62312.54017,63661.24226,62361.22642,"2017"
