Time Stamp,ACI_BB,ACI_HF,ACI_Midrange,SPL_BB,SPL_HF,SPL_Midrange
180615191502,62571.31202,64271.08306,51225.5342,119.0915567,117.2097405,112.1719561
180615193002,63572.59175,64899.21302,50260.10304,118.0913385,116.0443609,111.0917597
180615194502,67101.89532,68965.50507,63269.51041,120.7426478,119.7711073,110.989019
180615200002,68168.96376,69391.48259,52229.6908,119.2880859,117.9873521,110.3853071
180615201502,65638.3297,66764.34183,50356.11389,120.522882,117.435759,113.112693
180615203002,68531.70701,70394.08728,49765.87804,118.6663656,116.9433065,111.1666092
180615204502,60788.42969,62310.39544,50389.5764,119.3254392,117.9924051,110.5903146
180615210002,65907.27357,67296.25257,50833.35675,119.5503038,118.0086782,111.9957843
180615211502,76075.05004,78018.27664,49697.56976,120.5105077,119.5318845,110.6692157
180615213002,63898.42844,65403.93706,49461.57304,120.8235715,119.9148213,110.680558
180615214502,67431.88386,68837.90313,51106.94981,122.9192216,122.2456227,112.3056311
180615220002,61708.67194,62236.98037,50994.91701,124.1590122,123.6725092,112.2235953
180615221502,73452.22226,73770.58967,50294.8146,125.3826257,124.9267675,113.6582834
180615223002,70797.26628,71454.6329,52917.75854,126.7064178,126.4393917,112.2707932
180615224502,68534.75805,69323.90824,52114.40721,124.7464665,124.1645685,114.1522293
180615230002,64705.63212,65305.47055,54565.31776,124.8317429,124.2117388,114.6550447
180615231502,73748.56964,74425.4732,53102.33175,124.630704,123.9382156,114.9946972
180615233002,71021.91546,71507.29871,50780.90884,123.8022456,123.1539721,113.438909
180615234502,71763.35172,72298.86429,54750.65663,124.0220508,123.494281,112.5120137
180616000002,71434.32163,71918.3432,50440.37366,124.0202099,123.5082366,112.2925597
180616001502,65376.60581,65391.11841,81243.02315,124.6862128,123.7878347,116.4114051
180616003002,60727.39497,60828.77394,52182.14663,124.3401481,123.6113471,114.8840783
180616004502,78502.69032,78662.82163,54574.366,124.4177881,123.7838766,114.1943498
180616010002,73932.57263,74230.60841,52646.33821,123.424089,122.8654489,111.8317508
180616011502,63907.30083,64342.1027,51626.49036,124.9120197,124.5082788,112.142488
180616013002,69698.5009,70102.37562,52070.00048,125.4203785,124.9634459,113.7867092
180616014502,62454.91764,62797.09086,51937.63822,124.3376013,123.9091053,111.6574104
180616020002,64522.3106,65016.9178,50020.68104,125.6745606,125.3765197,111.2548298
180616021502,64811.36959,65466.24269,50312.1379,124.4530033,124.1009495,110.3272637
180616023002,73025.27731,73317.32137,50081.19531,123.6951348,123.282819,110.0802688
180616024502,63945.35104,64443.99635,52237.55563,124.107184,123.6889364,111.0492256
180616030002,68001.39659,68486.76667,50083.45777,124.1351174,123.7669366,109.9957401
180616031502,72149.24144,72530.92804,48757.485,124.1628603,123.8149082,109.6046687
180616033002,75698.7852,75771.93848,49666.65075,123.3578859,122.8321876,111.3575901
180616034502,68967.98558,69377.21966,51400.4198,124.1633102,123.7784244,110.4767534
180616040002,66524.59404,66809.10542,71827.50291,124.4492508,124.1031948,110.2518388
180616041502,71780.73174,72253.12226,49094.1936,124.601842,124.288132,109.6699617
180616043002,62025.33192,62559.92836,49479.9927,124.0538873,123.6916364,109.7438543
180616044502,68315.72085,68758.53585,50260.64467,123.6524474,123.2406337,110.0010312
180616050002,62966.78175,63006.44771,50742.38022,124.8294404,124.4132801,112.1940754
180616051502,61556.71596,61989.895,48763.81863,124.0802734,123.7183754,109.7991817
180616053002,61021.67058,61495.30234,49601.27513,124.6348332,124.3133893,109.8514973
180616054502,73848.43987,73996.90916,50120.66831,123.5471784,123.1324029,109.8887689
180616060002,73069.53749,73460.83898,49279.92996,123.797931,123.4105731,109.7608004
180616061502,65333.48402,65815.6459,49556.46815,124.3019604,123.9725699,109.4649991
180616063002,64107.67519,64750.6083,49668.08516,125.096744,124.8133794,109.772509
180616064502,63272.61298,63813.71497,49932.61904,124.0236173,123.5885243,111.1169518
180616070002,65392.03144,65811.57263,50639.83506,125.735739,125.4801663,110.1983702
180616071502,66251.99597,66871.80389,51896.76162,124.0658004,123.7063703,109.6910834
180616073002,65582.09413,65997.47802,48920.87668,124.5604512,124.2353311,109.8429596
180616074502,61054.45506,61237.55741,49852.16375,124.0735713,123.7075671,109.9235368
180616080002,65025.32987,65518.94147,51781.3133,123.0359311,122.5654604,109.8626364
180616081502,67705.7526,68061.02705,48783.41624,122.9659067,122.48897,109.8037301
180616083002,77366.2408,77354.12544,51434.76432,124.6540026,124.2991472,110.7070835
180616084502,68084.72286,68484.37839,52437.78505,126.6389988,126.3426806,112.8260362
180616090002,63774.26764,64510.70353,51403.62564,124.2491103,123.8107693,111.5911018
180616091502,72565.55381,73222.93951,49487.50403,123.4585694,122.9648106,111.0314443
180616093002,77525.25949,77739.847,49693.75455,121.6684662,120.8438394,111.5507515
180616094502,62932.54311,64050.39452,50132.29342,122.0760779,120.1163369,116.704388
180616100002,68200.4469,69400.3965,51230.33667,121.1613446,120.3774059,110.2129592
180616101502,61431.88014,62065.7231,50281.41096,119.9707832,118.8886248,110.335484
180616103002,63353.62324,64635.18141,49261.81838,120.3503713,119.3484006,110.4709111
180616104502,66080.97261,67317.46067,49895.29597,120.9502163,120.1084755,110.2945117
180616110002,57201.46382,57688.38023,49314.80938,119.0796916,117.7437249,110.1243118
180616111502,64292.01176,65410.47423,49219.66685,120.6902847,119.8060956,110.1653547
180616113002,70798.85857,72105.848,50049.85013,121.8437432,121.1705967,110.3699668
180616114502,62265.69656,63310.38441,51109.43137,119.6138184,118.3882533,110.5298618
180616120002,79655.80878,79947.00075,59583.18299,120.3157823,119.3222347,110.3661583
180616121502,69984.01968,71391.89696,50861.90051,119.949975,118.7996204,110.7797398
180616123002,62993.87359,64163.99863,52394.98496,120.2079214,119.1654823,110.5209456
180616124502,79469.80056,79948.89956,49761.38806,121.4252428,120.6766987,110.341742
180616130002,69796.50591,71297.23534,50336.71287,120.8212832,119.8718066,110.9822449
180616131502,67371.53961,68881.35907,58572.96699,120.0855583,119.0120599,110.4759235
180616133002,61755.74544,62863.92418,50176.92821,119.8439565,118.6876074,110.5717124
180616134502,63778.47085,65555.23258,50012.14252,119.1375367,117.8230381,110.1198446
180616140002,58210.24797,59039.01602,49729.42201,120.1738854,119.0795683,110.8122758
180616141502,62383.89203,63557.46417,49214.68207,121.357042,120.5867528,110.424042
180616143002,58320.6816,59161.4817,51212.41656,121.051285,120.1945766,110.7226515
180616144502,64477.67583,65888.36752,50830.61827,120.7649833,119.86618,110.4769374
180616150002,63028.03707,64600.98161,49825.81586,120.6231318,119.7065038,110.3603164
180616151502,66540.28117,67943.50863,51734.71276,120.9260422,120.0739309,110.3714646
180616153002,73187.94061,74514.67752,49746.11522,121.0075113,120.1338417,110.6455027
180616154502,69416.29908,71016.49461,50560.46296,120.5689179,119.6060049,110.5759797
180616160002,73496.16163,74869.32025,50167.6607,121.4364554,120.6144824,111.0247678
180616161502,66741.90327,68436.29935,49242.922,120.1261066,119.0875194,110.2875058
180616163002,72075.0396,73531.25005,51095.92172,120.1443772,119.0189124,110.9093419
180616164502,64748.71529,66292.50753,49492.25117,120.0400355,118.9944472,110.1766265
180616170002,67662.96708,69349.7613,50671.9241,121.1698315,120.1888935,111.8018261
180616171502,59127.78931,60041.54608,50071.89575,120.1400733,119.0932266,110.3385426
180616173002,74214.88199,75409.86476,49572.60586,119.7362362,118.6075388,110.1623513
180616174502,61536.01382,62945.34737,50350.24312,119.2974803,117.8940893,110.9175076
180616180002,64838.71686,66439.45433,57966.05155,120.7669366,119.7546938,111.3426664
180616181502,62723.58075,64081.12262,49429.7269,119.9256514,118.8578885,110.1238982
180616183002,66836.9865,68605.64271,49133.35307,121.5487931,120.8076442,110.4904552
180616184502,65327.31863,67781.16179,65042.2183,119.9297234,118.4684742,112.2779648
180616190002,68971.44115,70643.37039,53009.54419,119.3544656,117.9832775,110.864388
180616191502,65470.73678,67104.39246,48917.43206,119.6835596,118.5258836,110.3092398
180616193002,58364.59834,59123.046,49233.0599,118.9228463,117.4726117,110.388426
180616194502,63329.99011,64654.31208,49719.4565,118.9234125,117.4630052,110.406652
180616200002,63739.51604,65183.05557,48853.43176,119.9824545,118.8110924,110.7859973
180616201502,59301.03761,59976.15982,49888.98792,120.3137956,119.2561435,110.812796
180616203002,70365.09504,72660.95543,59165.42125,118.7662345,117.2728814,110.3294447
180616204502,65251.33053,66952.24403,49477.61611,119.4083504,118.1415535,110.3264475
180616210002,63093.23116,63659.08235,50366.98063,121.3236332,120.5218816,110.6578567
180616211502,64804.77017,66177.63553,51161.97884,122.4234749,121.8436471,110.3034938
