%%%Pine MK for Kat ,,"fname is the list of .wav files that contain vessel noise, irrespective of type, duration and SNR",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
FALL,,,,,,,FOR PLOTTING,,,COUNTS PER DAY,
Detection,Receiver,Year,Month,Day,fname,File Start Time,DATE,Start,,Date,
,1208258594,2018,06,15,1208258594.180615121502.wav,12:15:02,06/15/2018,12.25055556,FALL,06/15/2018,4
,1208258594,2018,06,15,1208258594.180615143002.wav,14:30:02,06/15/2018,14.50055556,,06/16/2018,5
,1208258594,2018,06,15,1208258594.180615181502.wav,18:15:02,06/15/2018,18.25055556,,06/17/2018,2
,1208258594,2018,06,15,1208258594.180615183002.wav,18:30:02,06/15/2018,18.50055556,,06/18/2018,7
,1208258594,2018,06,16,1208258594.180616101502.wav,10:15:02,06/16/2018,10.25055556,,06/19/2018,12
,1208258594,2018,06,16,1208258594.180616153002.wav,15:30:02,06/16/2018,15.50055556,,06/20/2018,5
,1208258594,2018,06,16,1208258594.180616193002.wav,19:30:02,06/16/2018,19.50055556,,06/21/2018,5
,1208258594,2018,06,16,1208258594.180616201502.wav,20:15:02,06/16/2018,20.25055556,,06/22/2018,7
,1208258594,2018,06,16,1208258594.180616204502.wav,20:45:02,06/16/2018,20.75055556,,06/23/2018,6
,1208258594,2018,06,17,1208258594.180617103002.wav,10:30:02,06/17/2018,10.50055556,,06/24/2018,5
,1208258594,2018,06,17,1208258594.180617173002.wav,17:30:02,06/17/2018,17.50055556,,06/25/2018,4
,1208258594,2018,06,18,1208258594.180618104502.wav,10:45:02,06/18/2018,10.75055556,,06/26/2018,7
,1208258594,2018,06,18,1208258594.180618193002.wav,19:30:02,06/18/2018,19.50055556,,06/27/2018,6
,1208258594,2018,06,18,1208258594.180618200002.wav,20:00:02,06/18/2018,20.00055556,,06/28/2018,10
,1208258594,2018,06,18,1208258594.180618201502.wav,20:15:02,06/18/2018,20.25055556,,06/29/2018,8
,1208258594,2018,06,18,1208258594.180618213002.wav,21:30:02,06/18/2018,21.50055556,,06/30/2018,5
,1208258594,2018,06,18,1208258594.180618214502.wav,21:45:02,06/18/2018,21.75055556,,07/01/2018,6
,1208258594,2018,06,18,1208258594.180618221502.wav,22:15:02,06/18/2018,22.25055556,,,
,1208258594,2018,06,19,1208258594.180619134502.wav,13:45:02,06/19/2018,13.75055556,,,
,1208258594,2018,06,19,1208258594.180619141502.wav,14:15:02,06/19/2018,14.25055556,,,
,1208258594,2018,06,19,1208258594.180619143002.wav,14:30:02,06/19/2018,14.50055556,,,
,1208258594,2018,06,19,1208258594.180619150002.wav,15:00:02,06/19/2018,15.00055556,,,
,1208258594,2018,06,19,1208258594.180619154502.wav,15:45:02,06/19/2018,15.75055556,,,
,1208258594,2018,06,19,1208258594.180619160002.wav,16:00:02,06/19/2018,16.00055556,,,
,1208258594,2018,06,19,1208258594.180619161502.wav,16:15:02,06/19/2018,16.25055556,,,
,1208258594,2018,06,19,1208258594.180619170002.wav,17:00:02,06/19/2018,17.00055556,,,
,1208258594,2018,06,19,1208258594.180619193002.wav,19:30:02,06/19/2018,19.50055556,,,
,1208258594,2018,06,19,1208258594.180619200002.wav,20:00:02,06/19/2018,20.00055556,,,
,1208258594,2018,06,19,1208258594.180619201502.wav,20:15:02,06/19/2018,20.25055556,,,
,1208258594,2018,06,19,1208258594.180619220002.wav,22:00:02,06/19/2018,22.00055556,,,
,1208258594,2018,06,20,1208258594.180620084502.wav,08:45:02,06/20/2018,8.750555556,,,
,1208258594,2018,06,20,1208258594.180620091502.wav,09:15:02,06/20/2018,9.250555556,,,
,1208258594,2018,06,20,1208258594.180620110002.wav,11:00:02,06/20/2018,11.00055556,,,
,1208258594,2018,06,20,1208258594.180620174502.wav,17:45:02,06/20/2018,17.75055556,,,
,1208258594,2018,06,20,1208258594.180620190002.wav,19:00:02,06/20/2018,19.00055556,,,
,1208258594,2018,06,21,1208258594.180621153002.wav,15:30:02,06/21/2018,15.50055556,,,
,1208258594,2018,06,21,1208258594.180621173002.wav,17:30:02,06/21/2018,17.50055556,,,
,1208258594,2018,06,21,1208258594.180621180002.wav,18:00:02,06/21/2018,18.00055556,,,
,1208258594,2018,06,21,1208258594.180621181502.wav,18:15:02,06/21/2018,18.25055556,,,
,1208258594,2018,06,21,1208258594.180621191502.wav,19:15:02,06/21/2018,19.25055556,,,
,1208258594,2018,06,22,1208258594.180622103002.wav,10:30:02,06/22/2018,10.50055556,,,
,1208258594,2018,06,22,1208258594.180622173002.wav,17:30:02,06/22/2018,17.50055556,,,
,1208258594,2018,06,22,1208258594.180622181502.wav,18:15:02,06/22/2018,18.25055556,,,
