KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth,Slope,Note
30_06_2018,30,SD,2,,Macropharyngodon meleagris,5,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Pseudocheilinus hexataenia,5,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Pseudocheilinus octotaenia,4,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Pseudocheilinus octotaenia,7,2,,1415,11.5,1,
30_06_2018,30,SD,2,,Pseudocheilinus octotaenia,5,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Thalassoma amblycephalum,7,6,,1415,11.5,1,
30_06_2018,30,SD,2,,Thalassoma amblycephalum,6,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Chlorurus sordidus,23,1,TP,1415,11.5,1,
30_06_2018,30,SD,2,,Chlorurus sordidus,14,1,IP,1415,11.5,1,
30_06_2018,30,SD,2,,Scarus rubroviolaceus,24,1,IP,1415,11.5,1,
30_06_2018,30,SD,2,,Scarus rubroviolaceus,14,1,IP,1415,11.5,1,
30_06_2018,30,SD,2,,Heniochus acuminatus,18,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Acanthurus maculiceps,18,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Acanthurus nigrofuscus,13,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Acanthurus nigrofuscus,12,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Acanthurus nigrofuscus,10,2,,1415,11.5,1,
30_06_2018,30,SD,2,,Acanthurus nigrofuscus,8,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Ctenochaetus cyanocheilus,14,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Ctenochaetus cyanocheilus,13,2,,1415,11.5,1,
30_06_2018,30,SD,2,,Ctenochaetus marginatus,23,2,,1415,11.5,1,
30_06_2018,30,SD,2,,Ctenochaetus marginatus,15,3,,1415,11.5,1,
30_06_2018,30,SD,2,,Ctenochaetus marginatus,16,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Parupeneus insularis,10,2,,1415,11.5,1,
30_06_2018,30,SD,2,,Parupeneus insularis,12,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Arothron meleagris,11,1,,1415,11.5,1,
30_06_2018,30,SD,2,,Canthigaster solandri,7,1,,1415,11.5,1,
30_06_2018,30,SD,3,,Cephalopholis urodeta,10,2,,1432,12.7,1,
30_06_2018,30,SD,3,,Cephalopholis urodeta,8,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Cephalopholis urodeta,12,3,,1432,12.7,1,
30_06_2018,30,SD,3,,Cephalopholis urodeta,16,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Cephalopholis urodeta,14,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudanthias bartlettorum,5,70,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudanthias bartlettorum,3,60,,1432,12.7,1,
30_06_2018,30,SD,3,,Plagiotremus rhinorhynchos,5,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Chromis margaritifer,2,40,,1432,12.7,1,
30_06_2018,30,SD,3,,Chromis margaritifer,4,76,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudodax moluccanus,22,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudanthias cooperi,5,70,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudanthias cooperi,3,50,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudanthias olivaceus,4,5,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudanthias olivaceus,3,20,,1432,12.7,1,
30_06_2018,30,SD,3,,Cirrhitichthys oxycephalus,4,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Cirrhitichthys oxycephalus,5,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Ostorhinchus angustatus,8,3,,1432,12.7,1,
30_06_2018,30,SD,3,,Centropyge flavissima,6,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Centropyge flavissima,5,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Hologymnosus annulatus,20,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Lepidozygus tapeinosoma,5,20,,1432,12.7,1,
30_06_2018,30,SD,3,,Plectroglyphidodon dickii,5,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Pomacentrus coelestis,3,2,,1432,12.7,1,
30_06_2018,30,SD,3,,Stegastes aureus,8,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Coris gaimard,5,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Gomphosus varius,6,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Halichoeres ornatissimus,7,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Labroides dimidiatus,4,2,,1432,12.7,1,
30_06_2018,30,SD,3,,Oxycheilinus unifasciatus,22,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Stethojulis bandanensis,6,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Thalassoma lunare,14,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Thalassoma lutescens,12,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Calotomus carolinus,20,1,TP,1432,12.7,1,
30_06_2018,30,SD,3,,Chlorurus sordidus,14,1,IP,1432,12.7,1,
30_06_2018,30,SD,3,,Scarus tricolor,25,1,TP,1432,12.7,1,
30_06_2018,30,SD,3,,Acanthurus nigricans,13,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Acanthurus nigricans,14,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Ctenochaetus cyanocheilus,12,2,,1432,12.7,1,
30_06_2018,30,SD,3,,Ctenochaetus cyanocheilus,13,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Ctenochaetus flavicauda,6,2,,1432,12.7,1,
30_06_2018,30,SD,3,,Ctenochaetus marginatus,10,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Ctenochaetus marginatus,15,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Balistapus undulatus,7,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudocheilinus octotaenia,6,4,,1432,12.7,1,
30_06_2018,30,SD,3,,Pseudocheilinus octotaenia,8,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Parupeneus insularis,20,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Parupeneus insularis,28,1,,1432,12.7,1,
30_06_2018,30,SD,3,,Thalassoma amblycephalum,5,1,,1432,12.7,1,
