%%%Pine MK for Kat ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
FALL,,,,,,,FOR PLOTTING,,,COUNTS PER DAY,
Detection,Receiver,Year,Month,Day,fname,File Start Time,DATE,Start,,Date,
,1208258594,2018,06,15,1208262690.180615201502.wav,20:15:02,06/15/2018,20.25055556,,06/15/2018,1
,1208258594,2018,06,17,1208262690.180617173002.wav,17:30:02,06/17/2018,17.50055556,,06/16/2018,0
,1208258594,2018,06,17,1208262690.180617180002.wav,18:00:02,06/17/2018,18.00055556,,06/17/2018,3
,1208258594,2018,06,17,1208262690.180617210002.wav,21:00:02,06/17/2018,21.00055556,,06/18/2018,5
,1208258594,2018,06,18,1208262690.180618093002.wav,09:30:02,06/18/2018,9.500555556,,06/19/2018,1
,1208258594,2018,06,18,1208262690.180618101502.wav,10:15:02,06/18/2018,10.25055556,,06/20/2018,1
,1208258594,2018,06,18,1208262690.180618123002.wav,12:30:02,06/18/2018,12.50055556,,06/21/2018,4
,1208258594,2018,06,18,1208262690.180618140002.wav,14:00:02,06/18/2018,14.00055556,,06/22/2018,2
,1208258594,2018,06,18,1208262690.180618160002.wav,16:00:02,06/18/2018,16.00055556,,06/23/2018,0
,1208258594,2018,06,19,1208262690.180619131502.wav,13:15:02,06/19/2018,13.25055556,,06/24/2018,0
,1208258594,2018,06,20,1208262690.180620101502.wav,10:15:02,06/20/2018,10.25055556,,06/25/2018,0
,1208258594,2018,06,21,1208262690.180621130002.wav,13:00:02,06/21/2018,13.00055556,,06/26/2018,0
,1208258594,2018,06,21,1208262690.180621163002.wav,16:30:02,06/21/2018,16.50055556,,06/27/2018,0
,1208258594,2018,06,21,1208262690.180621170002.wav,17:00:02,06/21/2018,17.00055556,,06/28/2018,0
,1208258594,2018,06,21,1208262690.180621171502.wav,17:15:02,06/21/2018,17.25055556,,06/29/2018,1
,1208258594,2018,06,22,1208262690.180622163002.wav,16:30:02,06/22/2018,16.50055556,,,
,1208258594,2018,06,22,1208262690.180622201502.wav,20:15:02,06/22/2018,20.25055556,,,
,1208258594,2018,06,29,1208262690.180629103002.wav,10:30:02,06/29/2018,10.50055556,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
