"","formula","df","AICc","deltaAIC","R2m","R2c"
"1","LF SPL ~ Knocks + Hour + Knocks:Hour + (1|site_year)",10,855.241029790636,2.97906362902722e-05,0.137135358607733,0.706587190473752
"2","LF SPL ~ Knocks + Hour + Knocks:Hour + Herbivory + (1|site_year)",11,855.409900419325,0.168900419325496,0.156618455147888,0.714542545726665
"3","LF SPL ~ Knocks + Hour + (1|site_year)",7,858.973950537846,3.73295053784568,0.0711168697915436,0.668409009244652
"4","LF SPL ~ Knocks + Herbivory + Long Calls + Hour + Knocks:Hour + (1|site_year)",12,860.204040025903,4.96304002590296,0.156277602364847,0.721730095101902
