Time Stamp,ACI_BB,ACI_HF,ACI_Midrange,SPL_BB,SPL_HF,SPL_Midrange
170705210002,58745.22482,59362.82038,51069.68145,111.3711803,110.1413652,103.3495069
170705211002,58116.59788,58770.06817,50975.11762,110.8268716,109.4172439,103.2943914
170705212002,58590.75159,59505.03065,49937.66116,111.2849664,110.0326158,103.3033677
170705213002,58199.15933,58648.80351,51007.03572,111.5481024,109.9129589,104.948219
170705214002,67382.89059,68071.37137,54809.68254,113.1146015,112.0782534,104.6921196
170705215002,64249.00699,64960.1764,53419.77456,113.6611446,112.647306,105.3697822
170705220002,57864.18264,58529.01921,51282.72581,116.7841527,116.3620847,104.8858336
170705221002,59303.79606,59903.16142,49952.53441,116.3167232,115.889616,104.1450966
170705222002,58665.69965,59317.20619,55669.37389,116.6170783,115.9838536,106.6358467
170705223002,61885.40961,62512.47545,51886.40985,115.4225397,114.8796882,104.3323358
170705224002,62572.63953,63270.64556,51429.77064,116.0099625,115.5293668,104.3089355
170705225002,57933.8844,58416.41226,51500.79632,115.3772562,114.8494665,104.2777067
170705230002,58285.79179,58558.40472,50824.48527,115.3997185,114.8049414,104.954483
170705231002,58269.25151,58576.02476,51894.04205,115.1423125,114.6453198,103.5454664
170705232002,57621.70893,58153.53784,51705.99048,116.0825842,115.6787847,103.7728592
170705233002,54612.72227,54897.95403,51616.8068,115.3155019,114.7947153,103.9822505
170705234002,57654.82216,58120.49411,50825.58741,115.3955356,114.9629692,102.9992292
170705235002,56358.39101,56798.312,51462.88126,115.684586,115.3021163,102.9331022
170706000002,68675.89934,69357.69352,53905.72795,115.2085943,114.7096905,103.3539289
170706001002,57113.27219,57716.68308,50639.4508,114.9370276,114.4922544,102.4786333
170706002002,62891.5807,63245.28504,55223.40182,115.2816058,114.8643624,102.7527249
170706003002,61533.7286,62059.70239,50626.25649,115.1949673,114.7346303,103.0173644
170706004002,56976.34943,57354.88708,50795.23005,115.5865483,115.1838098,102.7996359
170706005002,55734.94591,55996.75079,51794.70177,114.9486761,114.4801398,102.9001692
170706010002,57871.05967,58278.97277,50728.72978,115.1973398,114.6323814,104.414203
170706011002,54381.37282,54724.77883,51306.34071,115.202286,114.6935006,103.5506075
170706012002,71592.64252,72007.70067,49681.48846,115.0748474,114.6119135,103.0861393
170706013002,56340.02426,56819.54313,50883.65078,115.0244723,114.5411117,103.0069246
170706014002,57383.60262,57681.91748,50956.19947,115.3372803,114.8868996,103.196982
170706015002,56371.79604,56751.16632,54023.06898,115.4709907,115.0979933,102.1989691
170706020002,58118.51388,58586.93596,49397.19755,115.4317871,115.0400837,102.4386967
170706021002,65035.24212,65360.72829,52903.30865,115.4103791,114.9328021,103.4798922
170706022002,59173.13633,59536.25385,50212.81507,115.8557647,115.4844284,102.625115
170706023002,56106.87115,56429.86811,50429.65083,115.2640703,114.8470855,102.5127575
170706024002,58324.20365,58728.15391,50541.69402,115.6754125,115.3033746,102.4606195
170706025002,61886.97549,62445.37816,52549.83733,115.8046844,115.4498685,102.4259111
170706030002,64379.42405,65058.28244,53585.7074,115.7894149,115.2086814,105.3192111
170706031002,58211.08175,58638.49114,53234.14838,115.9281732,115.4376504,104.4533619
170706032002,57681.16429,58054.09815,51692.57326,115.4725001,115.0482397,102.7919273
170706033002,60963.3722,61267.17339,50999.95072,116.6016408,116.2556874,103.2678056
170706034002,57922.64687,58621.90478,52691.44073,115.4490601,114.9883471,103.4436497
170706035002,59746.10877,60005.64735,52200.42486,115.5882195,115.1489482,103.4467878
170706040002,58315.43972,58674.22561,49799.80729,116.1513878,115.7793493,103.1559783
170706041002,56017.46166,56585.17989,55635.50927,116.1626543,115.7170827,104.2610994
170706042002,61495.36104,61941.70785,52174.40813,116.6398548,116.3016622,103.2421099
170706043002,66767.24018,67740.41057,52610.86549,116.4050982,116.0467438,103.4267536
170706044002,61484.47116,62120.78005,54076.82749,115.4452659,114.9602523,103.8294915
170706045002,64254.3879,64588.71249,51438.25625,115.5894059,115.1582249,103.2698912
170706050002,60789.2502,61158.63147,51989.24193,115.7336397,115.2590311,104.1517648
170706051002,59930.78685,60236.77478,50738.8858,116.1409402,115.7604334,103.4675464
