Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	Delta Power (dB FS)	Delta Time (s)	Inband Power (dB FS)	Length (frames)	Peak Freq (Hz)	Peak Power Density (dB FS)	Max Time (s)	Energy	Peak Amp (U)	Avg Power Density (dB FS)	Peak Time (s)
1	Waveform 1	1	1.000000000	11.000000000	100.000	600.000		500.000		10.0000		960001			5.8453		6793.000		5.8453
1	Spectrogram 1	1	1.000000000	11.000000000	100.000	600.000	187.500	500.000		10.0000	-43.16	3750	187.500	-41.94	8.7867	16.660		-47.93	8.7867
3	Waveform 1	1	16.000000000	26.000000000	100.000	600.000		500.000		10.0000		960001			17.8077		8786.000		17.8077
3	Spectrogram 1	1	16.000000000	26.000000000	100.000	600.000	187.500	500.000		10.0000	-42.85	3750	187.500	-41.61	21.3680	16.973		-47.62	21.3680
4	Waveform 1	1	21.000000000	31.000000000	100.000	600.000		500.000		10.0000		960001			23.0448		5968.000		23.0448
4	Spectrogram 1	1	21.000000000	31.000000000	100.000	600.000	187.500	500.000		10.0000	-42.86	3750	187.500	-41.61	21.3680	16.966		-47.63	21.3680
6	Waveform 1	1	36.000000000	46.000000000	100.000	678.571		578.571		10.0000		960001			37.5993		5746.000		37.5993
6	Spectrogram 1	1	36.000000000	46.000000000	100.000	678.571	187.500	578.571		10.0000	-42.83	3750	187.500	-41.34	44.9493	16.988		-47.61	44.9493
