Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	Delta Power (dB FS)	Delta Time (s)	Inband Power (dB FS)	Length (frames)	Peak Freq (Hz)	Peak Power Density (dB FS)	Max Time (s)	Energy	Peak Amp (U)	Avg Power Density (dB FS)	Peak Time (s)
1	Waveform 1	1	1.000000000	11.000000000	100.000	600.000		500.000		10.0000		960001			7.5209		30470.000		7.5209
1	Spectrogram 1	1	1.000000000	11.000000000	100.000	600.000	187.500	500.000		10.0000	-42.08	3750	187.500	-40.32	10.8133	17.745		-46.85	10.8133
3	Waveform 1	1	16.000000000	26.000000000	100.000	600.000		500.000		10.0000		960001			17.1795		10377.000		17.1795
3	Spectrogram 1	1	16.000000000	26.000000000	100.000	600.000	187.500	500.000		10.0000	-41.80	3750	187.500	-40.00	17.0667	18.021		-46.57	17.0667
4	Waveform 1	1	21.000000000	31.000000000	100.000	600.000		500.000		10.0000		960001			23.4950		6105.000		23.4950
4	Spectrogram 1	1	21.000000000	31.000000000	100.000	600.000	187.500	500.000		10.0000	-41.78	3750	187.500	-37.88	29.2693	18.039		-46.55	29.2693
6	Waveform 1	1	36.000000000	46.000000000	100.000	678.571		578.571		10.0000		960001			39.6284		19029.000		39.6284
6	Spectrogram 1	1	36.000000000	46.000000000	100.000	678.571	187.500	578.571		10.0000	-41.77	3750	187.500	-38.19	36.8773	18.058		-46.54	36.8773
