Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	Delta Power (dB FS)	Delta Time (s)	Inband Power (dB FS)	Length (frames)	Peak Freq (Hz)	Peak Power Density (dB FS)	Max Time (s)	Energy	Peak Amp (U)	Avg Power Density (dB FS)	Peak Time (s)
1	Waveform 1	1	1.000000000	11.000000000	100.000	600.000		500.000		10.0000		960001			10.6444		7294.000		10.6444
1	Spectrogram 1	1	1.000000000	11.000000000	100.000	600.000	187.500	500.000		10.0000	-43.13	3750	187.500	-38.87	5.6960	16.696		-47.90	5.6960
3	Waveform 1	1	16.000000000	26.000000000	100.000	600.000		500.000		10.0000		960001			23.6419		12961.000		23.6419
3	Spectrogram 1	1	16.000000000	26.000000000	100.000	600.000	187.500	500.000		10.0000	-42.84	3750	187.500	-40.16	23.6107	16.984		-47.61	23.6107
4	Waveform 1	1	21.000000000	31.000000000	100.000	600.000		500.000		10.0000		960001			27.8512		13396.000		27.8512
4	Spectrogram 1	1	21.000000000	31.000000000	100.000	600.000	187.500	500.000		10.0000	-42.82	3750	187.500	-39.37	26.6507	17.006		-47.59	26.6507
6	Waveform 1	1	36.000000000	46.000000000	100.000	678.571		578.571		10.0000		960001			42.0441		9171.000		42.0441
6	Spectrogram 1	1	36.000000000	46.000000000	100.000	678.571	187.500	578.571		10.0000	-42.81	3750	187.500	-39.27	43.2773	17.011		-47.58	43.2773
